relevamiento,variable,unidad,unidad_norm,periodo_tipo,fecha_objetivo,horizonte_meses,mediana,promedio,p10,p90,real,error,abs_error,error_rel_pct,dentro_p10_p90,serie_real,agregacion,comparable
2021-02,TASA_BADLAR,TNA; %,TNA; %,mes,2021-08-31,6,35.8,35.02112133347914,32.16,37.16,34.157738095238095,-1.6422619047619023,1.6422619047619023,,1.0,BADLAR,promedio mensual,True
2021-03,TASA_BADLAR,TNA; %,TNA; %,mes,2021-08-31,5,34.61595814040535,34.83537625278704,32.85,37.0,34.157738095238095,-0.458220045167252,0.458220045167252,,1.0,BADLAR,promedio mensual,True
2021-04,TASA_BADLAR,TNA; %,TNA; %,mes,2021-08-31,4,34.2,34.72076914614941,32.69,36.443,34.157738095238095,-0.04226190476190794,0.04226190476190794,,1.0,BADLAR,promedio mensual,True
2021-05,TASA_BADLAR,TNA; %,TNA; %,mes,2021-08-31,3,34.11499999999999,34.13565309907779,32.91,35.44,34.157738095238095,0.04273809523810712,0.04273809523810712,,1.0,BADLAR,promedio mensual,True
2021-06,TASA_BADLAR,TNA; %,TNA; %,mes,2021-08-31,2,34.1,33.97288790545662,33.88,34.5,34.157738095238095,0.05773809523809348,0.05773809523809348,,1.0,BADLAR,promedio mensual,True
2021-07,TASA_BADLAR,TNA; %,TNA; %,mes,2021-08-31,1,34.1,34.04003002874204,34.0,34.3,34.157738095238095,0.05773809523809348,0.05773809523809348,,1.0,BADLAR,promedio mensual,True
2021-03,TASA_BADLAR,TNA; %,TNA; %,mes,2021-09-30,6,35.0,34.96814959839513,32.895,37.0,34.15909090909091,-0.8409090909090935,0.8409090909090935,,1.0,BADLAR,promedio mensual,True
2021-04,TASA_BADLAR,TNA; %,TNA; %,mes,2021-09-30,5,34.225,34.88154837333929,32.965,37.15000000000001,34.15909090909091,-0.06590909090909491,0.06590909090909491,,1.0,BADLAR,promedio mensual,True
2021-05,TASA_BADLAR,TNA; %,TNA; %,mes,2021-09-30,4,34.2,34.31029559727988,33.28,35.69370431873716,34.15909090909091,-0.040909090909096335,0.040909090909096335,,1.0,BADLAR,promedio mensual,True
2021-06,TASA_BADLAR,TNA; %,TNA; %,mes,2021-09-30,3,34.12673983134921,34.08527719191352,33.64,35.0,34.15909090909091,0.03235107774169421,0.03235107774169421,,1.0,BADLAR,promedio mensual,True
2021-07,TASA_BADLAR,TNA; %,TNA; %,mes,2021-09-30,2,34.10208705357142,34.02644825889516,33.28,34.6465,34.15909090909091,0.05700385551948983,0.05700385551948983,,1.0,BADLAR,promedio mensual,True
2021-08,TASA_BADLAR,TNA; %,TNA; %,mes,2021-09-30,1,34.10347966269841,33.96349143196309,33.34598317852603,34.42,34.15909090909091,0.055611246392494706,0.055611246392494706,,1.0,BADLAR,promedio mensual,True
2021-04,TASA_BADLAR,TNA; %,TNA; %,mes,2021-10-31,6,34.85,35.11542134636229,32.92,37.677,34.141447368421055,-0.7085526315789465,0.7085526315789465,,1.0,BADLAR,promedio mensual,True
2021-05,TASA_BADLAR,TNA; %,TNA; %,mes,2021-10-31,5,34.45,34.3930757709765,32.76,36.0,34.141447368421055,-0.30855263157894797,0.30855263157894797,,1.0,BADLAR,promedio mensual,True
2021-06,TASA_BADLAR,TNA; %,TNA; %,mes,2021-10-31,4,34.19,34.17507100655067,33.35,35.13,34.141447368421055,-0.04855263157894285,0.04855263157894285,,1.0,BADLAR,promedio mensual,True
2021-07,TASA_BADLAR,TNA; %,TNA; %,mes,2021-10-31,3,34.12673983134921,34.04176782326231,33.07826,35.0,34.141447368421055,0.01470753707184258,0.01470753707184258,,1.0,BADLAR,promedio mensual,True
2021-08,TASA_BADLAR,TNA; %,TNA; %,mes,2021-10-31,2,34.12,33.94613737137862,33.33957745166683,34.5,34.141447368421055,0.021447368421057433,0.021447368421057433,,1.0,BADLAR,promedio mensual,True
2021-09,TASA_BADLAR,TNA; %,TNA; %,mes,2021-10-31,1,34.12,34.0097183979296,33.37,34.4,34.141447368421055,0.021447368421057433,0.021447368421057433,,1.0,BADLAR,promedio mensual,True
2021-05,TASA_BADLAR,TNA; %,TNA; %,mes,2021-11-30,6,34.547566681115,34.86006721225519,33.7,37.0,34.17559523809524,-0.3719714430197598,0.3719714430197598,,1.0,BADLAR,promedio mensual,True
2021-06,TASA_BADLAR,TNA; %,TNA; %,mes,2021-11-30,5,34.4,34.64287410622696,34.0,36.12,34.17559523809524,-0.22440476190475778,0.22440476190475778,,1.0,BADLAR,promedio mensual,True
2021-07,TASA_BADLAR,TNA; %,TNA; %,mes,2021-11-30,4,34.2,34.31207237692911,33.28,35.4155,34.17559523809524,-0.02440476190476204,0.02440476190476204,,1.0,BADLAR,promedio mensual,True
2021-08,TASA_BADLAR,TNA; %,TNA; %,mes,2021-11-30,3,34.2,34.1746855427827,33.33642622644462,35.0,34.17559523809524,-0.02440476190476204,0.02440476190476204,,1.0,BADLAR,promedio mensual,True
2021-09,TASA_BADLAR,TNA; %,TNA; %,mes,2021-11-30,2,34.17,34.28517549970054,33.4,35.048,34.17559523809524,0.005595238095239097,0.005595238095239097,,1.0,BADLAR,promedio mensual,True
2021-10,TASA_BADLAR,TNA; %,TNA; %,mes,2021-11-30,1,34.165,34.27582801390229,34.0,34.685,34.17559523809524,0.010595238095241655,0.010595238095241655,,1.0,BADLAR,promedio mensual,True
2021-06,TASA_BADLAR,TNA; %,TNA; %,mes,2021-12-31,6,34.82,35.21044177722177,34.0,37.79000000000001,34.2,-0.6199999999999974,0.6199999999999974,,1.0,BADLAR,promedio mensual,True
2021-07,TASA_BADLAR,TNA; %,TNA; %,mes,2021-12-31,5,34.5,34.722529355792,33.8439,36.0,34.2,-0.29999999999999716,0.29999999999999716,,1.0,BADLAR,promedio mensual,True
2021-08,TASA_BADLAR,TNA; %,TNA; %,mes,2021-12-31,4,34.5,35.1655250856112,34.0,37.5,34.2,-0.29999999999999716,0.29999999999999716,,1.0,BADLAR,promedio mensual,True
2021-09,TASA_BADLAR,TNA; %,TNA; %,mes,2021-12-31,3,34.36,34.8017449745221,34.0,36.0,34.2,-0.1599999999999966,0.1599999999999966,,1.0,BADLAR,promedio mensual,True
2021-10,TASA_BADLAR,TNA; %,TNA; %,mes,2021-12-31,2,34.5,34.79138275905449,34.0,35.946,34.2,-0.29999999999999716,0.29999999999999716,,1.0,BADLAR,promedio mensual,True
2021-11,TASA_BADLAR,TNA; %,TNA; %,mes,2021-12-31,1,34.5,34.80126780883097,34.0,36.149,34.2,-0.29999999999999716,0.29999999999999716,,1.0,BADLAR,promedio mensual,True
2021-07,TASA_BADLAR,TNA; %,TNA; %,mes,2022-01-31,6,34.7,35.05439596224384,33.25194789480665,37.1,36.92559523809524,2.225595238095238,2.225595238095238,,1.0,BADLAR,promedio mensual,True
2021-08,TASA_BADLAR,TNA; %,TNA; %,mes,2022-01-31,5,34.71823413683932,35.40088972892374,33.78300576807323,37.76000000000001,36.92559523809524,2.2073611012559198,2.2073611012559198,,1.0,BADLAR,promedio mensual,True
2021-09,TASA_BADLAR,TNA; %,TNA; %,mes,2022-01-31,4,34.95,35.59816057745171,34.0,37.79000000000001,36.92559523809524,1.975595238095238,1.975595238095238,,1.0,BADLAR,promedio mensual,True
2021-10,TASA_BADLAR,TNA; %,TNA; %,mes,2022-01-31,3,35.0,35.73506322429617,34.0,38.0,36.92559523809524,1.9255952380952408,1.9255952380952408,,1.0,BADLAR,promedio mensual,True
2021-11,TASA_BADLAR,TNA; %,TNA; %,mes,2022-01-31,2,35.0,35.82042716685105,34.1,38.90799999999999,36.92559523809524,1.9255952380952408,1.9255952380952408,,1.0,BADLAR,promedio mensual,True
2021-12,TASA_BADLAR,TNA; %,TNA; %,mes,2022-01-31,1,34.5,35.43377708729815,34.1,37.96756756756756,36.92559523809524,2.425595238095241,2.425595238095241,,1.0,BADLAR,promedio mensual,True
2021-08,TASA_BADLAR,TNA; %,TNA; %,mes,2022-02-28,6,34.81203247439619,35.55049824202294,33.54674499288333,38.3,38.31578947368421,3.503756999288022,3.503756999288022,,0.0,BADLAR,promedio mensual,True
2021-09,TASA_BADLAR,TNA; %,TNA; %,mes,2022-02-28,5,35.65,36.18482572955865,33.97,39.825,38.31578947368421,2.665789473684214,2.665789473684214,,1.0,BADLAR,promedio mensual,True
2021-10,TASA_BADLAR,TNA; %,TNA; %,mes,2022-02-28,4,35.47499999999999,36.29757905369607,34.05,39.25,38.31578947368421,2.840789473684225,2.840789473684225,,1.0,BADLAR,promedio mensual,True
2021-11,TASA_BADLAR,TNA; %,TNA; %,mes,2022-02-28,3,36.0,36.67578341358421,34.1,40.284,38.31578947368421,2.3157894736842124,2.3157894736842124,,1.0,BADLAR,promedio mensual,True
2021-12,TASA_BADLAR,TNA; %,TNA; %,mes,2022-02-28,2,35.9,36.65433796436741,34.46,40.4,38.31578947368421,2.415789473684214,2.415789473684214,,1.0,BADLAR,promedio mensual,True
2022-01,TASA_BADLAR,TNA; %,TNA; %,mes,2022-02-28,1,38.0,38.4455075626508,35.836,40.83848275902283,38.31578947368421,0.3157894736842124,0.3157894736842124,,1.0,BADLAR,promedio mensual,True
2021-09,TASA_BADLAR,TNA; %,TNA; %,mes,2022-03-31,6,35.3,36.34941523080805,33.96,40.0,40.54166666666666,5.24166666666666,5.24166666666666,,0.0,BADLAR,promedio mensual,True
2021-10,TASA_BADLAR,TNA; %,TNA; %,mes,2022-03-31,5,35.65,36.67880073794148,34.05,40.27027027027027,40.54166666666666,4.891666666666659,4.891666666666659,,0.0,BADLAR,promedio mensual,True
2021-11,TASA_BADLAR,TNA; %,TNA; %,mes,2022-03-31,4,36.28,37.72832593552473,34.1,41.884,40.54166666666666,4.261666666666656,4.261666666666656,,1.0,BADLAR,promedio mensual,True
2021-12,TASA_BADLAR,TNA; %,TNA; %,mes,2022-03-31,3,37.0,38.09107223727771,34.73850248345713,42.92,40.54166666666666,3.541666666666657,3.541666666666657,,1.0,BADLAR,promedio mensual,True
2022-01,TASA_BADLAR,TNA; %,TNA; %,mes,2022-03-31,2,39.5,40.0540894855299,37.07497999996914,44.502,40.54166666666666,1.0416666666666572,1.0416666666666572,,1.0,BADLAR,promedio mensual,True
2022-02,TASA_BADLAR,TNA; %,TNA; %,mes,2022-03-31,1,40.5,40.62962504500404,38.98253303672544,42.01875,40.54166666666666,0.04166666666665719,0.04166666666665719,,1.0,BADLAR,promedio mensual,True
2021-10,TASA_BADLAR,TNA; %,TNA; %,mes,2022-04-30,6,35.75,36.73133041202284,33.97669743587717,39.75,43.27302631578947,7.523026315789473,7.523026315789473,,0.0,BADLAR,promedio mensual,True
2021-11,TASA_BADLAR,TNA; %,TNA; %,mes,2022-04-30,5,36.25,37.73938861769928,34.1,42.72432432432431,43.27302631578947,7.023026315789473,7.023026315789473,,0.0,BADLAR,promedio mensual,True
2021-12,TASA_BADLAR,TNA; %,TNA; %,mes,2022-04-30,4,37.8,39.23873192043947,35.11210332807676,46.60900900900901,43.27302631578947,5.473026315789475,5.473026315789475,,1.0,BADLAR,promedio mensual,True
2022-01,TASA_BADLAR,TNA; %,TNA; %,mes,2022-04-30,3,40.3,41.41084589782205,37.6948,48.2,43.27302631578947,2.9730263157894754,2.9730263157894754,,1.0,BADLAR,promedio mensual,True
2022-02,TASA_BADLAR,TNA; %,TNA; %,mes,2022-04-30,2,41.7,41.67230365649916,39.51405565103079,43.66875,43.27302631578947,1.5730263157894697,1.5730263157894697,,1.0,BADLAR,promedio mensual,True
2022-03,TASA_BADLAR,TNA; %,TNA; %,mes,2022-04-30,1,42.76,42.52497271117563,40.9,44.2,43.27302631578947,0.5130263157894746,0.5130263157894746,,1.0,BADLAR,promedio mensual,True
2021-11,TASA_BADLAR,TNA; %,TNA; %,mes,2022-05-31,6,36.9,37.53033286323716,33.97726791222981,42.72432432432431,45.521875,8.621875000000003,8.621875000000003,,0.0,BADLAR,promedio mensual,True
2021-12,TASA_BADLAR,TNA; %,TNA; %,mes,2022-05-31,5,38.0,39.19510338691487,35.46446349139977,46.60900900900901,45.521875,7.521875000000001,7.521875000000001,,1.0,BADLAR,promedio mensual,True
2022-01,TASA_BADLAR,TNA; %,TNA; %,mes,2022-05-31,4,40.5,41.57212717970636,38.0,48.2,45.521875,5.021875000000001,5.021875000000001,,1.0,BADLAR,promedio mensual,True
2022-02,TASA_BADLAR,TNA; %,TNA; %,mes,2022-05-31,3,42.0,42.32758694500336,39.8895,44.937,45.521875,3.5218750000000014,3.5218750000000014,,0.0,BADLAR,promedio mensual,True
2022-03,TASA_BADLAR,TNA; %,TNA; %,mes,2022-05-31,2,43.5,43.35471365244621,41.66,45.15600000000001,45.521875,2.0218750000000014,2.0218750000000014,,0.0,BADLAR,promedio mensual,True
2022-04,TASA_BADLAR,TNA; %,TNA; %,mes,2022-05-31,1,45.0,44.6642350400034,43.22585010473206,46.0,45.521875,0.5218750000000014,0.5218750000000014,,1.0,BADLAR,promedio mensual,True
2021-12,TASA_BADLAR,TNA; %,TNA; %,mes,2022-06-30,6,38.5,39.50040504345382,35.76217311993842,47.40900900900901,48.20625,9.706249999999997,9.706249999999997,,0.0,BADLAR,promedio mensual,True
2022-01,TASA_BADLAR,TNA; %,TNA; %,mes,2022-06-30,5,40.7,41.81134761710359,38.0,48.8,48.20625,7.506249999999994,7.506249999999994,,1.0,BADLAR,promedio mensual,True
2022-02,TASA_BADLAR,TNA; %,TNA; %,mes,2022-06-30,4,42.0,42.51920644091491,39.8895,45.15000000000001,48.20625,6.206249999999997,6.206249999999997,,0.0,BADLAR,promedio mensual,True
2022-03,TASA_BADLAR,TNA; %,TNA; %,mes,2022-06-30,3,44.0,44.00774007358809,41.99876012616694,45.944,48.20625,4.206249999999997,4.206249999999997,,0.0,BADLAR,promedio mensual,True
2022-04,TASA_BADLAR,TNA; %,TNA; %,mes,2022-06-30,2,45.125,45.27943896111884,43.66332432432432,47.982,48.20625,3.081249999999997,3.081249999999997,,0.0,BADLAR,promedio mensual,True
2022-05,TASA_BADLAR,TNA; %,TNA; %,mes,2022-06-30,1,47.05000000000001,47.20450443486085,45.565,50.0,48.20625,1.1562499999999858,1.1562499999999858,,1.0,BADLAR,promedio mensual,True
2022-01,TASA_BADLAR,TNA; %,TNA; %,mes,2022-07-31,6,40.5,41.60293104374016,37.9032,47.82,51.07142857142857,10.57142857142857,10.57142857142857,,0.0,BADLAR,promedio mensual,True
2022-02,TASA_BADLAR,TNA; %,TNA; %,mes,2022-07-31,5,42.0,42.34947283760825,39.81,45.12,51.07142857142857,9.07142857142857,9.07142857142857,,0.0,BADLAR,promedio mensual,True
2022-03,TASA_BADLAR,TNA; %,TNA; %,mes,2022-07-31,4,44.0,44.41578541672504,42.0,47.54,51.07142857142857,7.071428571428569,7.071428571428569,,0.0,BADLAR,promedio mensual,True
2022-04,TASA_BADLAR,TNA; %,TNA; %,mes,2022-07-31,3,45.5,45.73651161412474,43.50426008142617,48.0,51.07142857142857,5.571428571428569,5.571428571428569,,0.0,BADLAR,promedio mensual,True
2022-05,TASA_BADLAR,TNA; %,TNA; %,mes,2022-07-31,2,48.0,48.34539220735206,46.12,52.0,51.07142857142857,3.0714285714285694,3.0714285714285694,,1.0,BADLAR,promedio mensual,True
2022-06,TASA_BADLAR,TNA; %,TNA; %,mes,2022-07-31,1,50.8,50.82052168656806,48.4452,52.65076923076924,51.07142857142857,0.27142857142857224,0.27142857142857224,,1.0,BADLAR,promedio mensual,True
2022-02,TASA_BADLAR,TNA; %,TNA; %,mes,2022-08-31,6,42.0,42.28957959076629,39.66083762719511,45.0,60.48863636363637,18.488636363636367,18.488636363636367,,0.0,BADLAR,promedio mensual,True
2022-03,TASA_BADLAR,TNA; %,TNA; %,mes,2022-08-31,5,44.1,44.52079285572142,42.51885368819456,47.3,60.48863636363637,16.388636363636365,16.388636363636365,,0.0,BADLAR,promedio mensual,True
2022-04,TASA_BADLAR,TNA; %,TNA; %,mes,2022-08-31,4,45.56446808510638,45.80209381664404,43.64368696281304,48.919,60.48863636363637,14.92416827852999,14.92416827852999,,0.0,BADLAR,promedio mensual,True
2022-05,TASA_BADLAR,TNA; %,TNA; %,mes,2022-08-31,3,48.0,48.46775357763174,45.91,52.3,60.48863636363637,12.488636363636367,12.488636363636367,,0.0,BADLAR,promedio mensual,True
2022-06,TASA_BADLAR,TNA; %,TNA; %,mes,2022-08-31,2,52.0,51.96399069298512,49.212,54.444,60.48863636363637,8.488636363636367,8.488636363636367,,0.0,BADLAR,promedio mensual,True
2022-07,TASA_BADLAR,TNA; %,TNA; %,mes,2022-08-31,1,57.9,57.97114316054783,52.983932006877,62.76,60.48863636363637,2.5886363636363683,2.5886363636363683,,1.0,BADLAR,promedio mensual,True
2022-03,TASA_BADLAR,TNA; %,TNA; %,mes,2022-09-30,6,44.1,44.58908484810609,42.8,48.2,66.48809523809524,22.38809523809524,22.38809523809524,,0.0,BADLAR,promedio mensual,True
2022-04,TASA_BADLAR,TNA; %,TNA; %,mes,2022-09-30,5,45.75114504845902,45.91026590700628,43.22891891891892,48.596,66.48809523809524,20.736950189636218,20.736950189636218,,0.0,BADLAR,promedio mensual,True
2022-05,TASA_BADLAR,TNA; %,TNA; %,mes,2022-09-30,4,48.0,48.72434399258035,46.15779057972257,53.3,66.48809523809524,18.48809523809524,18.48809523809524,,0.0,BADLAR,promedio mensual,True
2022-06,TASA_BADLAR,TNA; %,TNA; %,mes,2022-09-30,3,52.24,52.83060236655012,49.468,55.86,66.48809523809524,14.248095238095239,14.248095238095239,,0.0,BADLAR,promedio mensual,True
2022-07,TASA_BADLAR,TNA; %,TNA; %,mes,2022-09-30,2,60.0,60.09519111299954,54.0,65.2,66.48809523809524,6.488095238095241,6.488095238095241,,0.0,BADLAR,promedio mensual,True
2022-08,TASA_BADLAR,TNA; %,TNA; %,mes,2022-09-30,1,65.035,65.874645016248,63.38,69.25,66.48809523809524,1.4530952380952442,1.4530952380952442,,1.0,BADLAR,promedio mensual,True
2022-04,TASA_BADLAR,TNA; %,TNA; %,mes,2022-10-31,6,45.58499999999999,45.93482165726422,43.22891891891892,48.596,69.0625,23.477500000000013,23.477500000000013,,0.0,BADLAR,promedio mensual,True
2022-05,TASA_BADLAR,TNA; %,TNA; %,mes,2022-10-31,5,48.0,48.82430123002354,45.533,53.65000000000001,69.0625,21.0625,21.0625,,0.0,BADLAR,promedio mensual,True
2022-06,TASA_BADLAR,TNA; %,TNA; %,mes,2022-10-31,4,52.23999999999999,53.18678834618152,49.468,56.94,69.0625,16.822500000000012,16.822500000000012,,0.0,BADLAR,promedio mensual,True
2022-07,TASA_BADLAR,TNA; %,TNA; %,mes,2022-10-31,3,60.0,61.12310550335032,55.88,66.16,69.0625,9.0625,9.0625,,0.0,BADLAR,promedio mensual,True
2022-08,TASA_BADLAR,TNA; %,TNA; %,mes,2022-10-31,2,66.75,67.3641961958556,63.5615,71.72,69.0625,2.3125,2.3125,,1.0,BADLAR,promedio mensual,True
2022-05,TASA_BADLAR,TNA; %,TNA; %,mes,2022-11-30,6,48.0924,48.93515770266142,45.557,54.15000000000001,69.17857142857143,21.086171428571433,21.086171428571433,,0.0,BADLAR,promedio mensual,True
2022-06,TASA_BADLAR,TNA; %,TNA; %,mes,2022-11-30,5,52.7,53.61049961678385,49.468,58.08,69.17857142857143,16.478571428571428,16.478571428571428,,0.0,BADLAR,promedio mensual,True
2022-07,TASA_BADLAR,TNA; %,TNA; %,mes,2022-11-30,4,60.80020176411233,61.67087080432132,54.73999999999999,67.75999999999999,69.17857142857143,8.3783696644591,8.3783696644591,,0.0,BADLAR,promedio mensual,True
2022-08,TASA_BADLAR,TNA; %,TNA; %,mes,2022-11-30,3,67.6,67.802878201617,63.5615,73.26,69.17857142857143,1.5785714285714363,1.5785714285714363,,1.0,BADLAR,promedio mensual,True
2022-10,TASA_BADLAR,TNA; %,TNA; %,mes,2022-11-30,1,70.0,70.57306293722746,68.83025881057269,72.71000000000001,69.17857142857143,-0.8214285714285694,0.8214285714285694,,1.0,BADLAR,promedio mensual,True
2022-06,TASA_BADLAR,TNA; %,TNA; %,mes,2022-12-31,6,52.675,53.73572847327877,48.70141945359973,59.38,69.3,16.625,16.625,,0.0,BADLAR,promedio mensual,True
2022-07,TASA_BADLAR,TNA; %,TNA; %,mes,2022-12-31,5,62.0,62.02343853991951,54.54,68.8,69.3,7.299999999999997,7.299999999999997,,0.0,BADLAR,promedio mensual,True
2022-08,TASA_BADLAR,TNA; %,TNA; %,mes,2022-12-31,4,67.6,67.99939736262372,63.61150000000001,73.31,69.3,1.7000000000000028,1.7000000000000028,,1.0,BADLAR,promedio mensual,True
2022-10,TASA_BADLAR,TNA; %,TNA; %,mes,2022-12-31,2,71.4339970501475,71.48796492584071,68.775,74.95311903989375,69.3,-2.1339970501474994,2.1339970501474994,,1.0,BADLAR,promedio mensual,True
2022-11,TASA_BADLAR,TNA; %,TNA; %,mes,2022-12-31,1,69.91,70.96972542257195,69.1,73.06697969152215,69.3,-0.6099999999999994,0.6099999999999994,,1.0,BADLAR,promedio mensual,True
2022-07,TASA_BADLAR,TNA; %,TNA; %,mes,2023-01-31,6,61.9205,61.47423989975709,53.97,67.85,69.46875,7.548250000000003,7.548250000000003,,0.0,BADLAR,promedio mensual,True
2022-08,TASA_BADLAR,TNA; %,TNA; %,mes,2023-01-31,5,67.00136464181593,68.50607975962461,62.544,73.348,69.46875,2.4673853581840746,2.4673853581840746,,1.0,BADLAR,promedio mensual,True
2022-10,TASA_BADLAR,TNA; %,TNA; %,mes,2023-01-31,3,71.705,72.39878172936484,68.0,75.90120158650973,69.46875,-2.2362499999999983,2.2362499999999983,,1.0,BADLAR,promedio mensual,True
2022-11,TASA_BADLAR,TNA; %,TNA; %,mes,2023-01-31,2,69.5,70.8176042356955,68.62388977462956,73.46,69.46875,-0.03125,0.03125,,1.0,BADLAR,promedio mensual,True
2022-12,TASA_BADLAR,TNA; %,TNA; %,mes,2023-01-31,1,69.45,69.98255087952812,68.5,72.4,69.46875,0.018749999999997158,0.018749999999997158,,1.0,BADLAR,promedio mensual,True
2022-08,TASA_BADLAR,TNA; %,TNA; %,mes,2023-02-28,6,67.5,68.19847006806704,60.4,73.348,69.77430555555556,2.274305555555557,2.274305555555557,,1.0,BADLAR,promedio mensual,True
2022-10,TASA_BADLAR,TNA; %,TNA; %,mes,2023-02-28,4,71.48399705014748,72.11906530283034,66.84220250000001,76.87161575857034,69.77430555555556,-1.7096914945919224,1.7096914945919224,,1.0,BADLAR,promedio mensual,True
2022-11,TASA_BADLAR,TNA; %,TNA; %,mes,2023-02-28,3,69.5,70.59504133926389,68.56,73.42,69.77430555555556,0.27430555555555713,0.27430555555555713,,1.0,BADLAR,promedio mensual,True
2022-12,TASA_BADLAR,TNA; %,TNA; %,mes,2023-02-28,2,69.39,69.89382135618025,68.325,72.0,69.77430555555556,0.38430555555555657,0.38430555555555657,,1.0,BADLAR,promedio mensual,True
2023-01,TASA_BADLAR,TNA; %,TNA; %,mes,2023-02-28,1,69.3880625,69.69433937351828,68.45,72.0,69.77430555555556,0.3862430555555534,0.3862430555555534,,1.0,BADLAR,promedio mensual,True
2022-10,TASA_BADLAR,TNA; %,TNA; %,mes,2023-03-31,5,71.06964825304092,70.92199972393118,65.65845,77.5,70.98011363636364,-0.0895346166772839,0.0895346166772839,,1.0,BADLAR,promedio mensual,True
2022-11,TASA_BADLAR,TNA; %,TNA; %,mes,2023-03-31,4,70.0,71.93108250041901,68.52,75.86,70.98011363636364,0.9801136363636402,0.9801136363636402,,1.0,BADLAR,promedio mensual,True
2022-12,TASA_BADLAR,TNA; %,TNA; %,mes,2023-03-31,3,69.5,71.1331862592178,67.18,74.5,70.98011363636364,1.4801136363636402,1.4801136363636402,,1.0,BADLAR,promedio mensual,True
2023-01,TASA_BADLAR,TNA; %,TNA; %,mes,2023-03-31,2,69.45,71.07748582936446,68.6,74.25,70.98011363636364,1.5301136363636374,1.5301136363636374,,1.0,BADLAR,promedio mensual,True
2023-02,TASA_BADLAR,TNA; %,TNA; %,mes,2023-03-31,1,69.95,70.60472805772935,69.215,73.0,70.98011363636364,1.0301136363636374,1.0301136363636374,,1.0,BADLAR,promedio mensual,True
2022-10,TASA_BADLAR,TNA; %,TNA; %,mes,2023-04-30,6,70.55000000000001,70.55903064377314,64.40845,76.85,74.23611111111111,3.686111111111103,3.686111111111103,,1.0,BADLAR,promedio mensual,True
2022-11,TASA_BADLAR,TNA; %,TNA; %,mes,2023-04-30,5,70.0,71.6942271097922,67.16,76.64,74.23611111111111,4.236111111111114,4.236111111111114,,1.0,BADLAR,promedio mensual,True
2022-12,TASA_BADLAR,TNA; %,TNA; %,mes,2023-04-30,4,69.5,71.03313398673876,66.055,75.5,74.23611111111111,4.736111111111114,4.736111111111114,,1.0,BADLAR,promedio mensual,True
2023-01,TASA_BADLAR,TNA; %,TNA; %,mes,2023-04-30,3,69.45,70.90125746139677,66.62,74.25,74.23611111111111,4.786111111111111,4.786111111111111,,1.0,BADLAR,promedio mensual,True
2023-02,TASA_BADLAR,TNA; %,TNA; %,mes,2023-04-30,2,70.0,71.93611694661824,69.09375,75.0,74.23611111111111,4.236111111111114,4.236111111111114,,1.0,BADLAR,promedio mensual,True
2023-03,TASA_BADLAR,TNA; %,TNA; %,mes,2023-04-30,1,72.6,73.33907150276345,71.26,78.0,74.23611111111111,1.63611111111112,1.63611111111112,,1.0,BADLAR,promedio mensual,True
2022-11,TASA_BADLAR,TNA; %,TNA; %,mes,2023-05-31,6,70.0,71.17444093002523,65.3,77.01690228320345,90.046875,20.046875,20.046875,,0.0,BADLAR,promedio mensual,True
2022-12,TASA_BADLAR,TNA; %,TNA; %,mes,2023-05-31,5,69.5,70.11707787171785,64.8,74.25,90.046875,20.546875,20.546875,,0.0,BADLAR,promedio mensual,True
2023-01,TASA_BADLAR,TNA; %,TNA; %,mes,2023-05-31,4,69.4,70.14903070216837,65.9761192965101,72.99963584252052,90.046875,20.646874999999994,20.646874999999994,,0.0,BADLAR,promedio mensual,True
2023-02,TASA_BADLAR,TNA; %,TNA; %,mes,2023-05-31,3,70.0,71.8541263549312,68.53999999999999,76.0,90.046875,20.046875,20.046875,,0.0,BADLAR,promedio mensual,True
2023-03,TASA_BADLAR,TNA; %,TNA; %,mes,2023-05-31,2,73.1,73.74349092397007,71.17999999999999,78.0,90.046875,16.946875000000006,16.946875000000006,,0.0,BADLAR,promedio mensual,True
2023-04,TASA_BADLAR,TNA; %,TNA; %,mes,2023-05-31,1,86.0,85.31266593839831,77.3010375874126,90.85,90.046875,4.046875,4.046875,,1.0,BADLAR,promedio mensual,True
2022-12,TASA_BADLAR,TNA; %,TNA; %,mes,2023-06-30,6,69.5,69.24237851959286,63.4,73.0,92.446875,22.946875000000006,22.946875000000006,,0.0,BADLAR,promedio mensual,True
2023-01,TASA_BADLAR,TNA; %,TNA; %,mes,2023-06-30,5,69.4,69.35167390787677,65.2830325,73.05,92.446875,23.046875,23.046875,,0.0,BADLAR,promedio mensual,True
2023-02,TASA_BADLAR,TNA; %,TNA; %,mes,2023-06-30,4,70.0,71.39125598456081,68.53999999999999,76.0,92.446875,22.446875000000006,22.446875000000006,,0.0,BADLAR,promedio mensual,True
2023-03,TASA_BADLAR,TNA; %,TNA; %,mes,2023-06-30,3,73.49333333333334,74.00105849153765,70.98,78.0,92.446875,18.953541666666666,18.953541666666666,,0.0,BADLAR,promedio mensual,True
2023-04,TASA_BADLAR,TNA; %,TNA; %,mes,2023-06-30,2,86.11,87.33726833296755,79.944,91.63,92.446875,6.336875000000006,6.336875000000006,,0.0,BADLAR,promedio mensual,True
